title,genres,year,rating,language,clean_title,source,movieId
School Daze,"comedies, dramas",1988,0.0,Mixed,school daze,netflix_titles.csv,3423.0
Scooby-Doo on Zombie Island,children & family movies,1998,0.0,Mixed,scoobydoo on zombie island,netflix_titles.csv,11665.0
Scott Pilgrim vs. the World,"action & adventure, comedies, cult movies",2010,0.0,Mixed,scott pilgrim vs the world,netflix_titles.csv,11666.0
Scream 2,horror movies,1997,0.0,Mixed,scream 2,netflix_titles.csv,1717.0
Scream 3,horror movies,2000,0.0,Mixed,scream 3,netflix_titles.csv,3273.0
Seal Team Six: The Raid on Osama Bin Laden,action & adventure,2012,0.0,Mixed,seal team six the raid on osama bin laden,netflix_titles.csv,11667.0
Searching for Bobby Fischer,"children & family movies, classic movies, dramas",1993,0.0,Mixed,searching for bobby fischer,netflix_titles.csv,529.0
Searching for Sugar Man,"documentaries, international movies, music & musicals",2012,0.0,Mixed,searching for sugar man,netflix_titles.csv,11668.0
Season of the Witch,"action & adventure, sci-fi & fantasy",2011,0.0,Mixed,season of the witch,netflix_titles.csv,11669.0
Secret,"dramas, international movies, music & musicals",2007,0.0,Mixed,secret,netflix_titles.csv,11670.0
Secret Affair,"international tv shows, korean tv shows, romantic tv shows",2014,0.0,Mixed,secret affair,netflix_titles.csv,11671.0
Secret in Their Eyes,"dramas, thrillers",2015,0.0,Mixed,secret in their eyes,netflix_titles.csv,11672.0
Secrets of Althorp - The Spencers,"documentaries, international movies",2013,0.0,Mixed,secrets of althorp  the spencers,netflix_titles.csv,11673.0
Secrets of Chatsworth,"documentaries, international movies",2013,0.0,Mixed,secrets of chatsworth,netflix_titles.csv,11674.0
Secrets of Henry VIII's Palace: Hampton Court,"documentaries, international movies",2013,0.0,Mixed,secrets of henry viiis palace hampton court,netflix_titles.csv,11675.0
Secrets of Her Majesty's Secret Service,"documentaries, international movies",2014,0.0,Mixed,secrets of her majestys secret service,netflix_titles.csv,11676.0
Secrets of Highclere Castle,"documentaries, international movies",2013,0.0,Mixed,secrets of highclere castle,netflix_titles.csv,11677.0
Secrets of Scotland Yard,documentaries,2013,0.0,Mixed,secrets of scotland yard,netflix_titles.csv,11678.0
Secrets of Selfridges,documentaries,2014,0.0,Mixed,secrets of selfridges,netflix_titles.csv,11679.0
Secrets of the Tower of London,documentaries,2013,0.0,Mixed,secrets of the tower of london,netflix_titles.csv,11680.0
Secrets of Underground London,"documentaries, international movies",2014,0.0,Mixed,secrets of underground london,netflix_titles.csv,11681.0
Secrets of Westminster,"documentaries, international movies",2014,0.0,Mixed,secrets of westminster,netflix_titles.csv,11682.0
Sen Kimsin?,"comedies, international movies",2012,0.0,Mixed,sen kimsin,netflix_titles.csv,11683.0
Senna,"documentaries, international movies, sports movies",2010,0.0,Mixed,senna,netflix_titles.csv,11684.0
Sensitive Skin,tv comedies,2016,0.0,Mixed,sensitive skin,netflix_titles.csv,11685.0
"Septiembre, un llanto en silencio","dramas, independent movies, international movies",2017,0.0,Mixed,septiembre un llanto en silencio,netflix_titles.csv,11686.0
Servant of the People,"international tv shows, tv comedies",2015,0.0,Mixed,servant of the people,netflix_titles.csv,11687.0
Set Up,action & adventure,2011,0.0,Mixed,set up,netflix_titles.csv,11688.0
Sex and the City 2,"comedies, dramas, romantic movies",2010,0.0,Mixed,sex and the city 2,netflix_titles.csv,11689.0
Sex and the City: The Movie,"comedies, dramas, romantic movies",2008,0.0,Mixed,sex and the city the movie,netflix_titles.csv,11690.0
Sex Doll,"dramas, international movies, romantic movies",2016,0.0,Mixed,sex doll,netflix_titles.csv,11691.0
"Sexo, Pudor y Lagrimas","comedies, dramas, international movies",1999,0.0,Mixed,sexo pudor y lagrimas,netflix_titles.csv,11692.0
SGT. Will Gardner,dramas,2019,0.0,Mixed,sgt will gardner,netflix_titles.csv,11693.0
Shadow of Truth,"crime tv shows, docuseries, international tv shows",2016,0.0,Mixed,shadow of truth,netflix_titles.csv,11694.0
Shahanpan Dega Deva,"comedies, international movies",2011,0.0,Mixed,shahanpan dega deva,netflix_titles.csv,11695.0
Shaka Zulu,tv dramas,1986,0.0,Mixed,shaka zulu,netflix_titles.csv,11696.0
Shakti: The Power,"dramas, international movies, thrillers",2002,0.0,Mixed,shakti the power,netflix_titles.csv,11697.0
Shanghai,"dramas, independent movies, international movies",2012,0.0,Mixed,shanghai,netflix_titles.csv,11698.0
Shararat,"comedies, international movies, music & musicals",2002,0.0,Mixed,shararat,netflix_titles.csv,11699.0
Shark Busters,"dramas, international movies",2002,0.0,Mixed,shark busters,netflix_titles.csv,11700.0
Shark Night,horror movies,2011,0.0,Mixed,shark night,netflix_titles.csv,11701.0
Shaurya: It Takes Courage to Make Right... Right,"dramas, international movies",2008,0.0,Mixed,shaurya it takes courage to make right right,netflix_titles.csv,11702.0
She Did That,documentaries,2019,0.0,Mixed,she did that,netflix_titles.csv,11703.0
Shelter,"horror movies, thrillers",2010,0.0,Mixed,shelter,netflix_titles.csv,11704.0
Sherlock,"british tv shows, crime tv shows, international tv shows",2017,0.0,Mixed,sherlock,netflix_titles.csv,11705.0
Sherlock Holmes,"action & adventure, comedies",2009,0.0,Mixed,sherlock holmes,netflix_titles.csv,11706.0
Shiva,"action & adventure, dramas, international movies",1990,0.0,Mixed,shiva,netflix_titles.csv,11707.0
Shopkins: Chef Club,movies,2016,0.0,Mixed,shopkins chef club,netflix_titles.csv,11708.0
Shopkins: Wild,movies,2018,0.0,Mixed,shopkins wild,netflix_titles.csv,11709.0
Shopkins: World Vacation,movies,2017,0.0,Mixed,shopkins world vacation,netflix_titles.csv,11710.0
Shorgul,"dramas, international movies",2016,0.0,Mixed,shorgul,netflix_titles.csv,11711.0
Short Term 12,"dramas, independent movies",2013,0.0,Mixed,short term 12,netflix_titles.csv,11712.0
Shorts,"children & family movies, comedies",2009,0.0,Mixed,shorts,netflix_titles.csv,11713.0
SHOT! The Psycho-Spiritual Mantra of Rock,"documentaries, music & musicals",2016,0.0,Mixed,shot the psychospiritual mantra of rock,netflix_titles.csv,11714.0
Shuddhi,"dramas, international movies, thrillers",2017,0.0,Mixed,shuddhi,netflix_titles.csv,11715.0
Shutter,"horror movies, international movies",2004,0.0,Mixed,shutter,netflix_titles.csv,11716.0
Sicilian Ghost Story,"dramas, international movies, thrillers",2017,0.0,Mixed,sicilian ghost story,netflix_titles.csv,11717.0
Sid the Science Kid,kids' tv,2008,0.0,Mixed,sid the science kid,netflix_titles.csv,11718.0
Siddhant,"dramas, independent movies, international movies",2014,0.0,Mixed,siddhant,netflix_titles.csv,11719.0
Silencer,"action & adventure, independent movies",2018,0.0,Mixed,silencer,netflix_titles.csv,11720.0
Silent Hill: Revelation,horror movies,2012,0.0,Mixed,silent hill revelation,netflix_titles.csv,11721.0
Silicon Cowboys,documentaries,2016,0.0,Mixed,silicon cowboys,netflix_titles.csv,11722.0
Silver Spoon,"crime tv shows, international tv shows, tv action & adventure",2015,0.0,Mixed,silver spoon,netflix_titles.csv,11723.0
Sin senos no hay paraíso,"international tv shows, spanish-language tv shows, tv dramas",2008,0.0,Mixed,sin senos no hay paraso,netflix_titles.csv,11724.0
Sin Senos sí Hay Paraíso,"international tv shows, spanish-language tv shows, tv dramas",2018,0.0,Mixed,sin senos s hay paraso,netflix_titles.csv,11725.0
Singh Saab the Great,"action & adventure, dramas, international movies",2013,0.0,Mixed,singh saab the great,netflix_titles.csv,11726.0
Singularity,"action & adventure, dramas, sci-fi & fantasy",2017,0.0,Mixed,singularity,netflix_titles.csv,11727.0
Sinister Circle,"horror movies, international movies",2017,0.0,Mixed,sinister circle,netflix_titles.csv,11728.0
Siren,horror movies,2016,0.0,Mixed,siren,netflix_titles.csv,11729.0
Sister Code,"comedies, dramas, romantic movies",2015,0.0,Mixed,sister code,netflix_titles.csv,11730.0
Skin Trade,action & adventure,2014,0.0,Mixed,skin trade,netflix_titles.csv,11731.0
Skin Wars,reality tv,2016,0.0,Mixed,skin wars,netflix_titles.csv,11732.0
Skin Wars: Fresh Paint,reality tv,2016,0.0,Mixed,skin wars fresh paint,netflix_titles.csv,11733.0
Skiptrace,"action & adventure, comedies",2016,0.0,Mixed,skiptrace,netflix_titles.csv,11734.0
Sky on Fire,"action & adventure, international movies",2016,0.0,Mixed,sky on fire,netflix_titles.csv,11735.0
Skydancers,"documentaries, sports movies",2014,0.0,Mixed,skydancers,netflix_titles.csv,11736.0
Skyline,"action & adventure, sci-fi & fantasy",2010,0.0,Mixed,skyline,netflix_titles.csv,11737.0
Sleeping with Other People,"comedies, dramas, independent movies",2015,0.0,Mixed,sleeping with other people,netflix_titles.csv,11738.0
Sleepover,"comedies, romantic movies",2004,0.0,Mixed,sleepover,netflix_titles.csv,1115.0
Sling Blade,"dramas, independent movies",1996,0.0,Mixed,sling blade,netflix_titles.csv,1358.0
Sliver,thrillers,1993,0.0,Mixed,sliver,netflix_titles.csv,540.0
Slobby's World,reality tv,2018,0.0,Mixed,slobbys world,netflix_titles.csv,11739.0
Slow West,"action & adventure, dramas, international movies",2015,0.0,Mixed,slow west,netflix_titles.csv,11740.0
Small Soldiers,"action & adventure, comedies, sci-fi & fantasy",1998,0.0,Mixed,small soldiers,netflix_titles.csv,1920.0
Smart People,"comedies, dramas, independent movies",2008,0.0,Mixed,smart people,netflix_titles.csv,11741.0
Smash: Motorized Mayhem,"documentaries, sports movies",2017,0.0,Mixed,smash motorized mayhem,netflix_titles.csv,11742.0
SMOSH: The Movie,comedies,2015,0.0,Mixed,smosh the movie,netflix_titles.csv,11743.0
Sniper: Special Ops,"action & adventure, dramas",2016,0.0,Mixed,sniper special ops,netflix_titles.csv,11744.0
Socha Na Tha,"comedies, international movies, romantic movies",2005,0.0,Mixed,socha na tha,netflix_titles.csv,11745.0
Social Animals,documentaries,2018,0.0,Mixed,social animals,netflix_titles.csv,11746.0
Soekarno,"dramas, international movies",2013,0.0,Mixed,soekarno,netflix_titles.csv,11747.0
Solo Con Tu Pareja,"comedies, independent movies, international movies",1991,0.0,Mixed,solo con tu pareja,netflix_titles.csv,11748.0
Solo: A Star Wars Story,"action & adventure, children & family movies, sci-fi & fantasy",2018,0.0,Mixed,solo a star wars story,netflix_titles.csv,11749.0
Solo: A Star Wars Story (Spanish Version),"action & adventure, children & family movies, sci-fi & fantasy",2018,0.0,Mixed,solo a star wars story spanish version,netflix_titles.csv,11750.0
Solomon Kane,"action & adventure, international movies, sci-fi & fantasy",2009,0.0,Mixed,solomon kane,netflix_titles.csv,11751.0
Some Freaks,"dramas, romantic movies",2017,0.0,Mixed,some freaks,netflix_titles.csv,11752.0
Something's Gotta Give,"comedies, romantic movies",2003,0.0,Mixed,somethings gotta give,netflix_titles.csv,11753.0
Son of a Gun,"action & adventure, dramas, independent movies",2014,0.0,Mixed,son of a gun,netflix_titles.csv,11754.0
Sons of Ben,"documentaries, sports movies",2016,0.0,Mixed,sons of ben,netflix_titles.csv,11755.0
Sotus The Series,"international tv shows, romantic tv shows, tv dramas",2016,0.0,Mixed,sotus the series,netflix_titles.csv,11756.0
Soul Surfer,"dramas, faith & spirituality, sports movies",2011,0.0,Mixed,soul surfer,netflix_titles.csv,11757.0
Soul to Keep,"horror movies, independent movies",2019,0.0,Mixed,soul to keep,netflix_titles.csv,11758.0
Sour Grapes,documentaries,2016,0.0,Mixed,sour grapes,netflix_titles.csv,1864.0
Space Racers,kids' tv,2014,0.0,Mixed,space racers,netflix_titles.csv,11759.0
Sparkle,"dramas, music & musicals",1976,0.0,Mixed,sparkle,netflix_titles.csv,11760.0
Spartacus,"tv action & adventure, tv dramas",2013,0.0,Mixed,spartacus,netflix_titles.csv,2728.0
Speech & Debate,"comedies, dramas, independent movies",2017,0.0,Mixed,speech  debate,netflix_titles.csv,11761.0
Speed Is My Need,"documentaries, sports movies",2019,0.0,Mixed,speed is my need,netflix_titles.csv,11762.0
Spider-Man 3,"action & adventure, sci-fi & fantasy",2007,0.0,Mixed,spiderman 3,netflix_titles.csv,11763.0
Spider-Man: Into the Spider-Verse,"action & adventure, comedies",2018,0.0,Mixed,spiderman into the spiderverse,netflix_titles.csv,11764.0
Spitfire: The Plane that Saved the World,documentaries,2018,0.0,Mixed,spitfire the plane that saved the world,netflix_titles.csv,11765.0
Splash and Bubbles,kids' tv,2018,0.0,Mixed,splash and bubbles,netflix_titles.csv,11766.0
Spotlight,"dramas, independent movies",2015,0.0,Mixed,spotlight,netflix_titles.csv,11767.0
Spring Breakers,"comedies, cult movies, dramas",2012,0.0,Mixed,spring breakers,netflix_titles.csv,11768.0
Sprinter,"dramas, international movies, sports movies",2018,0.0,Mixed,sprinter,netflix_titles.csv,11769.0
Spy Kids,"children & family movies, comedies",2001,0.0,Mixed,spy kids,netflix_titles.csv,11770.0
Spy Kids 2: The Island of Lost Dreams,"children & family movies, comedies",2002,0.0,Mixed,spy kids 2 the island of lost dreams,netflix_titles.csv,11771.0
Spy Kids 3: Game Over,"children & family movies, comedies",2003,0.0,Mixed,spy kids 3 game over,netflix_titles.csv,11772.0
Spy Time,"action & adventure, comedies, international movies",2015,0.0,Mixed,spy time,netflix_titles.csv,11773.0
St. Agatha,"horror movies, independent movies",2018,0.0,Mixed,st agatha,netflix_titles.csv,11774.0
Staged Killer,thrillers,2019,0.0,Mixed,staged killer,netflix_titles.csv,11775.0
Standoff,action & adventure,2015,0.0,Mixed,standoff,netflix_titles.csv,11776.0
Star Men,documentaries,2015,0.0,Mixed,star men,netflix_titles.csv,11777.0
Star Wars: Episode VIII: The Last Jedi,"action & adventure, children & family movies, sci-fi & fantasy",2017,0.0,Mixed,star wars episode viii the last jedi,netflix_titles.csv,11778.0
Star-Crossed,"romantic tv shows, tv dramas, tv sci-fi & fantasy",2014,0.0,Mixed,starcrossed,netflix_titles.csv,11779.0
Starred Up,"dramas, independent movies, international movies",2013,0.0,Mixed,starred up,netflix_titles.csv,11780.0
Station Horizon,"international tv shows, tv comedies, tv dramas",2015,0.0,Mixed,station horizon,netflix_titles.csv,11781.0
Stealing History,"documentaries, international movies",2006,0.0,Mixed,stealing history,netflix_titles.csv,11782.0
Step Brothers,comedies,2008,0.0,Mixed,step brothers,netflix_titles.csv,11783.0
Step Outside,"comedies, international movies",2018,0.0,Mixed,step outside,netflix_titles.csv,11784.0
Stephanie,horror movies,2017,0.0,Mixed,stephanie,netflix_titles.csv,11785.0
Sthaniya Sambaad,"dramas, international movies",2010,0.0,Mixed,sthaniya sambaad,netflix_titles.csv,11786.0
Still,"horror movies, international movies",2010,0.0,Mixed,still,netflix_titles.csv,11787.0
Stink!,documentaries,2015,0.0,Mixed,stink,netflix_titles.csv,11788.0
Stoked,kids' tv,2010,0.0,Mixed,stoked,netflix_titles.csv,11789.0
Stone Age,"kids' tv, korean tv shows",2017,0.0,Mixed,stone age,netflix_titles.csv,11790.0
Stonehearst Asylum,"horror movies, thrillers",2014,0.0,Mixed,stonehearst asylum,netflix_titles.csv,11791.0
Stop at Nothing: The Lance Armstrong Story,"documentaries, international movies, sports movies",2014,0.0,Mixed,stop at nothing the lance armstrong story,netflix_titles.csv,11792.0
Storage Wars: Northern Treasures,"international tv shows, reality tv",2015,0.0,Mixed,storage wars northern treasures,netflix_titles.csv,11793.0
Story of an Egg,"comedies, international movies, romantic movies",2017,0.0,Mixed,story of an egg,netflix_titles.csv,11794.0
Straight Up,"comedies, independent movies, lgbtq movies",2020,0.0,Mixed,straight up,netflix_titles.csv,11795.0
Strange but True,"dramas, thrillers",2019,0.0,Mixed,strange but true,netflix_titles.csv,11796.0
Stranger than Fiction,"comedies, romantic movies",2006,0.0,Mixed,stranger than fiction,netflix_titles.csv,11797.0
Strawberry Shortcake: Berry Bitty Adventures,kids' tv,2015,0.0,Mixed,strawberry shortcake berry bitty adventures,netflix_titles.csv,11798.0
Strictly Ballroom,"classic movies, comedies, romantic movies",1992,0.0,Mixed,strictly ballroom,netflix_titles.csv,1188.0
Strike a Pose,"documentaries, international movies, lgbtq movies",2016,0.0,Mixed,strike a pose,netflix_titles.csv,11799.0
Stripes,"classic movies, comedies, cult movies",1981,0.0,Mixed,stripes,netflix_titles.csv,1663.0
Striptease,"comedies, dramas",1996,0.0,Mixed,striptease,netflix_titles.csv,762.0
Strong Girl Bong-soon,"crime tv shows, international tv shows, korean tv shows",2017,0.0,Mixed,strong girl bongsoon,netflix_titles.csv,11800.0
Stronger Than the World,"action & adventure, dramas, international movies",2016,0.0,Mixed,stronger than the world,netflix_titles.csv,11801.0
Strongland,"docuseries, international tv shows",2018,0.0,Mixed,strongland,netflix_titles.csv,11802.0
Stuart Little 2,"children & family movies, comedies",2002,0.0,Mixed,stuart little 2,netflix_titles.csv,11803.0
Submission,"action & adventure, dramas",2019,0.0,Mixed,submission,netflix_titles.csv,11804.0
Suburra,"dramas, international movies, thrillers",2015,0.0,Mixed,suburra,netflix_titles.csv,11805.0
Suckseed,"comedies, international movies, music & musicals",2011,0.0,Mixed,suckseed,netflix_titles.csv,11806.0
Sudani from Nigeria,"comedies, dramas, international movies",2018,0.0,Mixed,sudani from nigeria,netflix_titles.csv,11807.0
Suicide (Hitabdut),"international movies, thrillers",2014,0.0,Mixed,suicide hitabdut,netflix_titles.csv,11808.0
Suite Française,"dramas, international movies, romantic movies",2014,0.0,Mixed,suite franaise,netflix_titles.csv,11809.0
Suits,"international tv shows, korean tv shows, tv comedies",2018,0.0,Mixed,suits,netflix_titles.csv,11810.0
Summer Night,"comedies, dramas, romantic movies",2019,0.0,Mixed,summer night,netflix_titles.csv,11811.0
Summer of '92,"dramas, international movies, sports movies",2015,0.0,Mixed,summer of 92,netflix_titles.csv,11812.0
Sunrise,"dramas, independent movies, international movies",2014,0.0,Mixed,sunrise,netflix_titles.csv,11813.0
Super Bheem,kids' tv,2019,0.0,Mixed,super bheem,netflix_titles.csv,11814.0
Super Bheem Bana Vajraveer,children & family movies,2018,0.0,Mixed,super bheem bana vajraveer,netflix_titles.csv,11815.0
Super Dark Times,"dramas, independent movies, thrillers",2017,0.0,Mixed,super dark times,netflix_titles.csv,11816.0
Super Nani,"comedies, dramas, international movies",2014,0.0,Mixed,super nani,netflix_titles.csv,11817.0
Super Wings,"kids' tv, korean tv shows",2020,0.0,Mixed,super wings,netflix_titles.csv,11818.0
Superbad,"comedies, cult movies",2007,0.0,Mixed,superbad,netflix_titles.csv,11819.0
Superfly,"action & adventure, classic movies, dramas",1972,0.0,Mixed,superfly,netflix_titles.csv,11820.0
Superman Returns,"action & adventure, sci-fi & fantasy",2006,0.0,Mixed,superman returns,netflix_titles.csv,11821.0
SuperNature: Wild Flyers,"british tv shows, docuseries, science & nature tv",2016,0.0,Mixed,supernature wild flyers,netflix_titles.csv,11822.0
Superstar,comedies,1999,0.0,Mixed,superstar,netflix_titles.csv,2907.0
Surviving R. Kelly Part II: The Reckoning,"crime tv shows, docuseries",2020,0.0,Mixed,surviving r kelly part ii the reckoning,netflix_titles.csv,11823.0
Survivors Guide to Prison,documentaries,2017,0.0,Mixed,survivors guide to prison,netflix_titles.csv,11824.0
Susanne Bartsch: On Top,"documentaries, lgbtq movies",2017,0.0,Mixed,susanne bartsch on top,netflix_titles.csv,11825.0
Sustainable,documentaries,2016,0.0,Mixed,sustainable,netflix_titles.csv,11826.0
Swami,"dramas, independent movies, international movies",1977,0.0,Mixed,swami,netflix_titles.csv,11827.0
Swami Baba Ramdev: The Untold Story,"international tv shows, tv dramas",2018,0.0,Mixed,swami baba ramdev the untold story,netflix_titles.csv,11828.0
Sweeney Todd: The Demon Barber of Fleet Street,"dramas, horror movies, music & musicals",2007,0.0,Mixed,sweeney todd the demon barber of fleet street,netflix_titles.csv,11829.0
Sweet Virginia,"dramas, independent movies, thrillers",2017,0.0,Mixed,sweet virginia,netflix_titles.csv,11830.0
Swiss Army Man,"comedies, dramas, independent movies",2016,0.0,Mixed,swiss army man,netflix_titles.csv,11831.0
Sword Master,"action & adventure, dramas, international movies",2016,0.0,Mixed,sword master,netflix_titles.csv,11832.0
Sword Masters: Two Champions of Shaolin,"action & adventure, international movies",1980,0.0,Mixed,sword masters two champions of shaolin,netflix_titles.csv,11833.0
Sym-Bionic Titan,kids' tv,2010,0.0,Mixed,symbionic titan,netflix_titles.csv,11834.0
Taal,"dramas, international movies, music & musicals",1999,0.0,Mixed,taal,netflix_titles.csv,11835.0
Tahaan,"dramas, international movies",2008,0.0,Mixed,tahaan,netflix_titles.csv,11836.0
Take Me Home Tonight,"comedies, romantic movies",2011,0.0,Mixed,take me home tonight,netflix_titles.csv,11837.0
Taken,"crime tv shows, tv action & adventure, tv thrillers",2018,0.0,Mixed,taken,netflix_titles.csv,11838.0
Tales of the City (1993),tv dramas,1993,0.0,Mixed,tales of the city,netflix_titles.csv,11839.0
Tamanchey,"action & adventure, international movies, romantic movies",2014,0.0,Mixed,tamanchey,netflix_titles.csv,11840.0
Tarif de nuit,"international movies, thrillers",2015,0.0,Mixed,tarif de nuit,netflix_titles.csv,11841.0
Tarzan,children & family movies,1999,0.0,Mixed,tarzan,netflix_titles.csv,2687.0
Tarzan 2,children & family movies,2005,0.0,Mixed,tarzan 2,netflix_titles.csv,11842.0
Tattah,"comedies, international movies",2013,0.0,Mixed,tattah,netflix_titles.csv,11843.0
Tayo the Little Bus Movie: Mission Ace,children & family movies,2016,0.0,Mixed,tayo the little bus movie mission ace,netflix_titles.csv,11844.0
Teach Us All,documentaries,2017,0.0,Mixed,teach us all,netflix_titles.csv,11845.0
Teen Patti,"dramas, international movies, thrillers",2010,0.0,Mixed,teen patti,netflix_titles.csv,11846.0
Teenage Cocktail,"dramas, independent movies, lgbtq movies",2016,0.0,Mixed,teenage cocktail,netflix_titles.csv,11847.0
Teenage Mutant Ninja Turtles,"children & family movies, comedies",2007,0.0,Mixed,teenage mutant ninja turtles,netflix_titles.csv,3438.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"children & family movies, comedies",1991,0.0,Mixed,teenage mutant ninja turtles ii the secret of the ooze,netflix_titles.csv,3439.0
Teenage Mutant Ninja Turtles: The Movie,"action & adventure, comedies",1990,0.0,Mixed,teenage mutant ninja turtles the movie,netflix_titles.csv,11848.0
Tees Maar Khan,"comedies, international movies, music & musicals",2010,0.0,Mixed,tees maar khan,netflix_titles.csv,11849.0
Tellur Aliens,children & family movies,2016,0.0,Mixed,tellur aliens,netflix_titles.csv,11850.0
Temporada de Caza,"dramas, international movies",2017,0.0,Mixed,temporada de caza,netflix_titles.csv,11851.0
Ten Years,"dramas, independent movies, international movies",2015,0.0,Mixed,ten years,netflix_titles.csv,11852.0
Teresa,"international tv shows, romantic tv shows, spanish-language tv shows",2010,0.0,Mixed,teresa,netflix_titles.csv,11853.0
Terminator 3: Rise of the Machines,"action & adventure, sci-fi & fantasy",2003,0.0,Mixed,terminator 3 rise of the machines,netflix_titles.csv,11854.0
Terminator Salvation,"action & adventure, sci-fi & fantasy",2009,0.0,Mixed,terminator salvation,netflix_titles.csv,11855.0
Terra,"documentaries, international movies",2015,0.0,Mixed,terra,netflix_titles.csv,11856.0
Terrifier,"horror movies, independent movies, thrillers",2017,0.0,Mixed,terrifier,netflix_titles.csv,11857.0
Teshan,"comedies, international movies, romantic movies",2016,0.0,Mixed,teshan,netflix_titles.csv,11858.0
Tezz,"action & adventure, international movies, music & musicals",2012,0.0,Mixed,tezz,netflix_titles.csv,11859.0
Th Eena Meena Deeka Chase Comedy Show,"kids' tv, tv comedies",2015,0.0,Mixed,th eena meena deeka chase comedy show,netflix_titles.csv,11860.0
Thackeray,tv shows,2019,0.0,Mixed,thackeray,netflix_titles.csv,11861.0
That '70s Show,tv comedies,2005,0.0,Mixed,that 70s show,netflix_titles.csv,11862.0
The 2000s,docuseries,2018,0.0,Mixed,the 2000s,netflix_titles.csv,11863.0
The 24 Hour War,"documentaries, sports movies",2016,0.0,Mixed,the 24 hour war,netflix_titles.csv,11864.0
The 4th Company,"action & adventure, dramas, international movies",2016,0.0,Mixed,the 4th company,netflix_titles.csv,11865.0
The Accountant of Auschwitz,"documentaries, international movies",2018,0.0,Mixed,the accountant of auschwitz,netflix_titles.csv,11866.0
The Adderall Diaries,"dramas, thrillers",2015,0.0,Mixed,the adderall diaries,netflix_titles.csv,11867.0
The Adjusters,"international tv shows, tv dramas",2010,0.0,Mixed,the adjusters,netflix_titles.csv,11868.0
The Adventure Club,children & family movies,2016,0.0,Mixed,the adventure club,netflix_titles.csv,11869.0
The Adventures of Figaro Pho,"kids' tv, tv comedies",2015,0.0,Mixed,the adventures of figaro pho,netflix_titles.csv,11870.0
The Adventures of Sharkboy and Lavagirl,children & family movies,2005,0.0,Mixed,the adventures of sharkboy and lavagirl,netflix_titles.csv,11871.0
The Adventures of Tintin,children & family movies,2011,0.0,Mixed,the adventures of tintin,netflix_titles.csv,11872.0
The Aerial,"dramas, international movies, sci-fi & fantasy",2007,0.0,Mixed,the aerial,netflix_titles.csv,11873.0
The Age of Shadows,"action & adventure, dramas, international movies",2016,0.0,Mixed,the age of shadows,netflix_titles.csv,11874.0
The American President,"comedies, dramas, romantic movies",1995,0.0,Mixed,the american president,netflix_titles.csv,11875.0
The Amityville Horror,horror movies,2005,0.0,Mixed,the amityville horror,netflix_titles.csv,11876.0
The Andy Griffith Show,"classic & cult tv, tv comedies",1967,0.0,Mixed,the andy griffith show,netflix_titles.csv,11877.0
The Angry Birds Movie 2,"children & family movies, comedies",2019,0.0,Mixed,the angry birds movie 2,netflix_titles.csv,11878.0
The Animal People,documentaries,2019,0.0,Mixed,the animal people,netflix_titles.csv,11879.0
The Ant's Scream,"comedies, dramas, international movies",2010,0.0,Mixed,the ants scream,netflix_titles.csv,11880.0
The Apartment,"international tv shows, reality tv",2014,0.0,Mixed,the apartment,netflix_titles.csv,11881.0
The Apostate,"comedies, dramas, international movies",2015,0.0,Mixed,the apostate,netflix_titles.csv,11882.0
The Art of the Steal,"action & adventure, comedies, independent movies",2013,0.0,Mixed,the art of the steal,netflix_titles.csv,11883.0
The Art of War,action & adventure,2000,0.0,Mixed,the art of war,netflix_titles.csv,11884.0
The Assignment,action & adventure,2016,0.0,Mixed,the assignment,netflix_titles.csv,11885.0
The Autopsy of Jane Doe,"horror movies, independent movies, thrillers",2016,0.0,Mixed,the autopsy of jane doe,netflix_titles.csv,11886.0
The Bachelor,"reality tv, romantic tv shows",2009,0.0,Mixed,the bachelor,netflix_titles.csv,11887.0
The Bachelors,dramas,2017,0.0,Mixed,the bachelors,netflix_titles.csv,11888.0
The Bad Education Movie,comedies,2015,0.0,Mixed,the bad education movie,netflix_titles.csv,11889.0
The Bad Kids,documentaries,2016,0.0,Mixed,the bad kids,netflix_titles.csv,11890.0
The Bare-Footed Kid,"action & adventure, international movies",1993,0.0,Mixed,the barefooted kid,netflix_titles.csv,11891.0
The Basement,"horror movies, thrillers",2018,0.0,Mixed,the basement,netflix_titles.csv,11892.0
The Battle of Midway,"classic movies, documentaries",1942,0.0,Mixed,the battle of midway,netflix_titles.csv,11893.0
The Beat,"international tv shows, tv dramas",2012,0.0,Mixed,the beat,netflix_titles.csv,11894.0
The Beginning of Life: The Series,"docuseries, international tv shows, science & nature tv",2016,0.0,Mixed,the beginning of life the series,netflix_titles.csv,11895.0
The Bible's Buried Secrets,"british tv shows, docuseries, science & nature tv",2011,0.0,Mixed,the bibles buried secrets,netflix_titles.csv,11896.0
The Big Catch,"british tv shows, reality tv",2015,0.0,Mixed,the big catch,netflix_titles.csv,11897.0
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,documentaries,2018,0.0,Mixed,the bill murray stories life lessons learned from a mythical man,netflix_titles.csv,11898.0
The Black Room,horror movies,2016,0.0,Mixed,the black room,netflix_titles.csv,11899.0
The Blackcoat's Daughter,"horror movies, independent movies, thrillers",2015,0.0,Mixed,the blackcoats daughter,netflix_titles.csv,11900.0
